name,price,rating,address,img-src
DoubleTree by Hilton Los Angeles - Norwalk,161,8.3,"13111 Sycamore Drive, East Los Angeles, Los Angeles (CA), United States",//pix8.agoda.net/hotelImages/272200/0/a25e1bc26f9a28bd6da2393f8a6256db.jpg?ca=7&ce=1&s=1024x768
The Godfrey Hotel Hollywood,271,8.8,"1400 Cahuenga Blvd, Hollywood, Los Angeles (CA), United States, 90028",//pix8.agoda.net/hotelImages/636/6363439/6363439_19011206400071239592.jpg?ca=7&ce=1&s=1024x768
Hotel MDR Marina del Rey - a DoubleTree by Hilton,269,7.7,"13480 Maxella Avenue, Marina del Rey, California, 90292, Marina Del Rey, Los Angeles (CA), United States",//pix8.agoda.net/hotelImages/95044/0/a39980f79a37753a4009ac82c47939e1.jpg?ca=7&ce=1&s=1024x768
"Holly Crest Hotel - Los Angeles, LAX Airport",85,7.5,"4027 West Century Boulevard, LAX ? Los Angeles International Airport, Los Angeles (CA), United States, 90304",//q-xx.bstatic.com/xdata/images/hotel/840x460/268124496.jpg?k=1a3b76d01d074586570ec8c3d9c84477662e62f92fe4b5c10058b498214ecfb6&o=
Holiday Inn Express Hollywood Walk of Fame,319,8.3,"1921 N. Highland Avenue, Hollywood, Los Angeles (CA), United States, 90068",//pix8.agoda.net/hotelImages/6578045/0/572eff9c5a360fed58b3f8379ff65c65.jpg?ca=23&ce=0&s=1024x768
Loews Hollywood Hotel,251,8.6,"1755 North Highland Avenue, Hollywood, Los Angeles (CA), United States, 90028",//pix8.agoda.net/hotelImages/93758/0/1a0c1e20958cd03dfeb05c0792b16df0.jpg?ca=7&ce=1&s=1024x768
Haas Building Residences,311,8.3,"219 w. 7th Street, Downtown Los Angeles, Los Angeles (CA), United States, CA 90014",//q-xx.bstatic.com/xdata/images/hotel/840x460/289146863.jpg?k=8768cd804acaf68d3c49cf5eed5c230d090977bdd1f1b3e71a3d120eed44e4a3&o=
Plaza la Reina,324,9.2,"10850 Lindbrook Drive, Westwood, Los Angeles (CA), United States, 90024",//pix8.agoda.net/hotelImages/5073814/0/7159e0431e7c6df1a1949ac05b0ed80b.jpg?ca=23&ce=0&s=1024x768
Sheraton Grand Los Angeles,369,8.4,"711 South Hope Street, Downtown Los Angeles, Los Angeles (CA), United States, 90017",//pix8.agoda.net/hotelImages/5666732/0/1ef9b717314f7d09d57d48ff72ee6dde.jpg?ca=26&ce=0&s=1024x768
Mondrian Los Angeles Hotel,305,8.2,"8440 Sunset Boulevard, West Hollywood, Los Angeles (CA), United States, 90069",//pix8.agoda.net/hotelImages/4888147/0/6937ceace16c41283b6f30f249be02cb.jpg?ca=22&ce=0&s=1024x768
Ace Hotel Downtown Los Angeles,259,8.1,"929 South Broadway, Downtown Los Angeles, Los Angeles (CA), United States, 90015",//pix8.agoda.net/hotelImages/12786859/0/1ae1b7493c9a240e0a304234b46cd44d.jpg?ca=23&ce=0&s=1024x768
Hotel Normandie Los Angeles,224,8.2,"605 South Normandie Avenue, Koreatown, Los Angeles (CA), United States, 90005",//pix8.agoda.net/hotelImages/520414/0/ffc72dcffb6f4ab497354f5884bcdb68.jpg?ca=0&ce=1&s=1024x768
Waldorf Astoria Beverly Hills,"1,003",9.3,"9850 Wilshire Boulevard, Beverly Hills, Los Angeles (CA), United States, 90210",//pix8.agoda.net/hotelImages/2018809/0/4635ebd5480a8151f4d3cc1e4086c622.jpg?ca=7&ce=1&s=1024x768
Doubletree by Hilton Los Angeles Downtown Hotel,220,7.7,"120 South Los Angeles Street, Downtown Los Angeles, Los Angeles (CA), United States, 90012",//pix8.agoda.net/hotelImages/3503/0/0d77070e2106aea154d2d2405b5f0b03.jpg?ca=7&ce=1&s=1024x768
Le Parc Suite Hotel,319,8.4,"733 North West Knoll Drive, West Hollywood, Los Angeles (CA), United States, 90069",//pix8.agoda.net/hotelImages/5595256/0/efda8e7125108351179fb8756f5cfcea.jpg?ca=23&ce=0&s=1024x768
Holiday Inn Express Los Angeles LAX Airport,214,8.5,"8620 Airport Boulevard, LAX ? Los Angeles International Airport, Los Angeles (CA), United States, 90045",//pix8.agoda.net/hotelImages/6770645/0/15276c9991788a67e4bef48a62777eda.jpg?ca=23&ce=0&s=1024x768
Hilton Santa Monica Hotel & Suites,405,8.1,"1707 Fourth Street, Santa Monica, Los Angeles (CA), United States, 90401",//pix8.agoda.net/hotelImages/47166/-1/6ea7376ba3d8e7854df993a2d0f1f2b5.jpg?ca=17&ce=1&s=1024x768
