name,price,rating,address,img-src
Larkspur Landing Sunnyvale - An All-Suite Hotel,247,8.6,"748 North Mathilda Avenue, Sunnyvale, San Jose (CA), United States, 94086",//pix8.agoda.net/hotelImages/4885005/0/05810df29cd10d92da5239f97a3b37fd.jpg?ca=23&ce=0&s=1024x768
Best Western Inn Santa Clara,149,8.7,"4341 El Camino Real, Sunnyvale, San Jose (CA), United States, 95051-2510",//pix8.agoda.net/hotelImages/92223/0/d31638f78ff12339ad225bda71a52c83.jpg?ca=7&ce=1&s=1024x768
Hyatt Centric Mountain View,259,8.9,"409 San Antonio Rd, Mountain View, San Jose (CA), United States, 94040",//pix8.agoda.net/hotelImages/12664437/0/ae00372417de984e7a07a3da74c5d5dc.jpg?ca=10&ce=1&s=1024x768
Residence Inn San Jose Airport,323,10,"10 Skyport Drive, San Jose City Center, San Jose (CA), United States, 95110",//pix8.agoda.net/hotelImages/2455370/0/6f429b0c71cb5fa5db8513ad23819404.jpg?ca=7&ce=1&s=1024x768
Hyatt House San Jose/Cupertino,548,9,"10380 Perimeter Rd, Cupertino, San Jose (CA), United States, 95014",//q-xx.bstatic.com/xdata/images/hotel/840x460/203405872.jpg?k=250977a6de5e15fbc98d6533f27390cfa467e22497b53b8ec0f6c1ccaf8aba2f&o=
Hyatt House Santa Clara,309,9.1,"3915 Rivermark Plz, San Jose City Center, San Jose (CA), United States, 95054",//pix8.agoda.net/hotelImages/2455472/0/95bc2f2f41416d4c3bfce327d93b59e3.jpg?ca=0&ce=1&s=1024x768
Best Western Plus Riviera,309,8.4,"15 El Camino Real, Menlo Park, San Jose (CA), United States, 94025-5232",//pix8.agoda.net/hotelImages/215847/0/52dd1816554056db0ed597e09befd1f1.jpg?ca=0&ce=1&s=1024x768
Hilton Garden Inn Palo Alto,336,8.8,"4216 El Camino Real, Mountain View, San Jose (CA), United States, 94306",//pix8.agoda.net/hotelImages/2547443/0/f43a7192c985b8f234d5dbcaee325d7a.jpg?ca=7&ce=1&s=1024x768
Hampton Inn & Suites Mountain View - CA Hotel,162,8.8,"390 Moffett Blvd., Mountain View, San Jose (CA), United States, 94043",//pix8.agoda.net/hotelImages/80784/0/61ae8f132e67e60ba1cb1da1f8059b91.jpg?ca=7&ce=1&s=1024x768
Grand Hotel,184,8.9,"865 West El Camino Real, Sunnyvale, San Jose (CA), United States, 94087",//pix8.agoda.net/hotelImages/7454684/0/ac6c4b9ed43b694e115aac511c497c99.jpg?ca=22&ce=0&s=1024x768
Aloft Mountain View,236,8.8,"840 East El Camino Real, Sunnyvale, San Jose (CA), United States, 94040",//pix8.agoda.net/hotelImages/80244/-1/09cac25d1f74a7e58cc012e4ea0268ab.jpg?ca=13&ce=1&s=1024x768
Hyatt House San Jose Airport,367,9.2,"2105 N 1st St, San Jose City Center, San Jose (CA), United States, 95131",//pix8.agoda.net/hotelImages/6772727/0/411b6cb6e66149cbc4ee2f5f3520ff08.jpg?ca=18&ce=1&s=1024x768
Residence Inn Palo Alto Menlo Park,404,9.3,"555 Glenwood Avenue, Menlo Park, San Jose (CA), United States, 94025",//pix8.agoda.net/hotelImages/6582746/0/45d4582a1942b4e3b81513dfd42515ba.jpg?ca=23&ce=0&s=1024x768
Homewood Suites by Hilton San Jose Airport Silicon Valley,229,9.3,"10 West Trimble Road, San Jose City Center, San Jose (CA), United States, 95131",//pix8.agoda.net/hotelImages/792/79225/79225_16093017220047188289.jpg?ca=6&ce=1&s=1024x768
"Hotel Citrine, Palo Alto, a Tribute Portfolio Hotel",236,8.5,"748 San Antonio Road, Mountain View, San Jose (CA), United States, 94303",//pix8.agoda.net/hotelImages/21979676/0/929c628650cf0f1928cee88a3b294deb.jpg?ca=24&ce=0&s=1024x768
Hyatt House San Jose Silicon Valley,274,8.8,"75 Headquarters Drive, San Jose City Center, San Jose (CA), United States, 95134",//pix8.agoda.net/hotelImages/2461086/0/81dac0fd473ea8ff004c9d01b50ba553.jpg?ca=0&ce=1&s=1024x768
Larkspur Landing Milpitas - An All-Suite Hotel,159,8,"40 Ranch Drive, Milpitas, Milpitas (CA), United States, 95035",//pix8.agoda.net/hotelImages/832/83260/83260_1011150953003300550.jpg?ca=0&ce=1&s=1024x768
DoubleTree by Hilton San Jose,291,7.2,"2050 Gateway Place, San Jose City Center, San Jose (CA), United States, 95110",//pix8.agoda.net/hotelImages/75831/0/071ffe7a31ec61546abdaa0ac0a13261.jpg?ca=7&ce=1&s=1024x768
Four Seasons Hotel Silicon Valley at East Palo Alto,960,9.2,"2050 University Avenue, Menlo Park, San Jose (CA), United States, 94303",//pix8.agoda.net/hotelImages/7452273/0/ff67d9db63be78398b2b79ab0389baaa.jpg?ca=23&ce=0&s=1024x768
Hilton San Jose,327,8.1,"300 Almaden Boulevard, San Jose City Center, San Jose (CA), United States, 95110",//pix8.agoda.net/hotelImages/3787/0/e356716b1fba9aa038f9987ee833403b.jpg?ca=7&ce=1&s=1024x768
Residence Inn by Marriott Sunnyvale Silicon Valley I,669,8.8,"750 Lakeway Drive, Santa Clara, San Jose (CA), United States, 94085",//pix8.agoda.net/hotelImages/5106503/0/a473aa612d347705552bb1132b723df6.jpg?ca=23&ce=0&s=1024x768
