name,price,rating,address,img-src
Pendry San Diego,489,9.1,"550 J Street, San Diego City Center, San Diego (CA), United States, 92101",//pix8.agoda.net/hotelImages/7543537/0/0a3909713703bfbf9bf288706345d2c9.jpg?ca=8&ce=1&s=1024x768
Catamaran Resort Hotel and Spa,389,8,"3999 Mission Boulevard, Pacific Beach, San Diego (CA), United States, 92109",//pix8.agoda.net/hotelImages/2463231/-1/c34a8a71151c6cae4a7bfd988bbdf56b.jpg?ca=0&ce=1&s=1024x768
Kimpton Hotel Palomar San Diego,352,7.8,"1047 5th Avenue, San Diego City Center, San Diego (CA), United States, 92101",//pix8.agoda.net/hotelImages/442/442788/442788_15090904350035791287.jpg?ca=5&ce=1&s=1024x768
DoubleTree by Hilton Hotel San Diego - Del Mar,245,8.1,"11915 El Camino Real, Del Mar / Carmel Valley, San Diego (CA), United States, 92130-2539",//pix8.agoda.net/hotelImages/2290131/0/52c0082c9bfb1b2cdf3799d741789628.jpg?ca=9&ce=1&s=1024x768
Holiday Inn San Diego Bayside,225,8,"4875 North Harbor Drive, Roseville-Fleet Ridge, San Diego (CA), United States, 92106",//pix8.agoda.net/hotelImages/4873294/0/9a17142fc0bc24cc1a04151f36bb566e.jpg?ca=23&ce=0&s=1024x768
Legacy Resort Hotel and Spa,219,8.6,"875 Hotel Circle South, Mission Valley, San Diego (CA), United States, 92108",//pix8.agoda.net/hotelImages/106/10670150/10670150_19111921590084192600.jpg?ca=9&ce=1&s=1024x768
Hilton Garden Inn San Diego Del Mar Hotel,186,9,"3939 Ocean Bluff Ave, Del Mar / Carmel Valley, San Diego (CA), United States, 92130",//pix8.agoda.net/hotelImages/164/164926/164926_14032720230018884879.jpg?ca=2&ce=1&s=1024x768
Hilton Garden Inn San Diego Mission Valley Stadium,230,8,"3805 Murphy Canyon Road, Miramar / Kearny Mesa, San Diego (CA), United States, 92123",//pix8.agoda.net/hotelImages/1618152/0/0d689449276459c0ae3ed24d2f108709.jpg?ca=7&ce=1&s=1024x768
Homewood Suites By Hilton San Diego Hotel Circle,398,8.4,"2201 Hotel Circle South, Mission Valley, San Diego (CA), United States, 92108",//pix8.agoda.net/hotelImages/2730996/0/70e6d492722a13139924c5551e1a066e.jpg?ca=7&ce=1&s=1024x768
"The Monsaraz San Diego, Tapestry Collection by Hilton",293,8.7,"1451 Rosecrans Street, Roseville-Fleet Ridge, San Diego (CA), United States, 92106",//pix8.agoda.net/hotelImages/21884968/0/eafefed6fd96f954c42f331ba0dca502.jpg?ca=17&ce=1&s=1024x768
"Marriott Vacation Club Pulse, San Diego",417,9.1,"701 A Street, San Diego City Center, San Diego (CA), United States, 92101",//pix8.agoda.net/hotelImages/4867574/0/c653cfa57b7026842db90d10504d73db.jpg?ca=23&ce=0&s=1024x768
Hilton Mission Valley Hotel,220,7.8,"901 Camino Del Rio South, Mission Valley East, San Diego (CA), United States, 92108",//pix8.agoda.net/hotelImages/3322/-1/7cd0eee461740483cf40acf85e70ea05.jpg?ca=9&ce=1&s=1024x768
"The Guild Hotel, San Diego, a Tribute Portfolio Hotel",376,8.9,"500 WEST BROADWAY, San Diego City Center, San Diego (CA), United States, 92101",//pix8.agoda.net/hotelImages/2728346/-1/4d19279451802c99834d8ea146e3b4c8.jpg?ca=9&ce=1&s=1024x768
Paradise Point Resort & Spa,409,8.8,"1404 VACATION ROAD, Misson Bay / Loma Heights, San Diego (CA), United States, 92109",//pix8.agoda.net/hotelImages/5061480/0/3c0339ab2ce5c08efb99147effa0b47d.jpg?ca=23&ce=0&s=1024x768
Estancia La Jolla Hotel & Spa,397,8.6,"9700 North Torrey Pines Road, La Jolla, San Diego (CA), United States, 92037",//pix8.agoda.net/hotelImages/7210784/0/205bdca0f0065d5ca66709d0ef58488d.jpg?ca=8&ce=1&s=1024x768
TownePlace Suites San Diego Downtown,349,8.6,"1445 Sixth Avenue, San Diego City Center, San Diego (CA), United States, 92101",//pix8.agoda.net/hotelImages/5106043/0/215ae1c621340168e2465c9991f02372.jpg?ca=23&ce=0&s=1024x768
Best Western Plus Island Palms Hotel and Marina,229,8.8,"2051 Shelter Island Drive, San Diego Intl. Airport, San Diego (CA), United States, 92106-3105",//pix8.agoda.net/hotelImages/92226/0/a4342e26a9ed46fb8f383761b8209960.jpg?ca=7&ce=1&s=1024x768
Hyatt Regency La Jolla At Aventine,249,8.4,"3777 La Jolla Village Drive, La Jolla, San Diego (CA), United States, 92122",//pix8.agoda.net/hotelImages/464/46403/46403_17051020270052891684.jpg?ca=6&ce=1&s=1024x768
SpringHill Suites San Diego Mission Valley,244,9.6,"2401 Camino Del Rio North, Mission Valley East, San Diego (CA), United States, 92108",//pix8.agoda.net/hotelImages/5485869/0/7d8fb6c57a6dff3e8486018a8f238a55.jpg?ca=23&ce=0&s=1024x768
Best Western Yacht Harbor Hotel,197,8.2,"5005 North Harbor Drive, Roseville-Fleet Ridge, San Diego (CA), United States, 92106",//pix8.agoda.net/hotelImages/164/164772/164772_16051907190042469123.jpg?ca=6&ce=1&s=1024x768
Hard Rock Hotel San Diego,469,8.3,"207 5th Avenue, San Diego City Center, San Diego (CA), United States, 92101",//pix8.agoda.net/hotelImages/4871387/0/d09929f2433bd4d1dead49fb8f568f1b.jpg?ca=23&ce=0&s=1024x768
Extended Stay America Suites - San Diego - Hotel Circle,176,6.9,"2087 Hotel Circle South, Mission Valley, San Diego (CA), United States, 92108",//pix8.agoda.net/hotelImages/194/194166/194166_1208050132007071716.jpg?ca=0&ce=1&s=1024x768
Hilton La Jolla Torrey Pines Hotel,1245,8,"10950 North Torrey Pines Road, La Jolla, San Diego (CA), United States, 92037",//pix8.agoda.net/hotelImages/43641/0/4269c3b01302aeaf09996aa8189c9803.jpg?ca=7&ce=1&s=1024x768
Hampton Inn & Suites San Diego Airport Liberty Station,256,9.1,"2211 Lee Court, San Diego Intl. Airport, San Diego (CA), United States, 92101",//pix8.agoda.net/hotelImages/8545857/0/653dd4ebc388f1cb9533e9b403df99d0.jpg?ca=18&ce=1&s=1024x768
Hilton San Diego Airport Harbor Island Hotel,265,8.4,"1960 Harbor Island Drive, San Diego Intl. Airport, San Diego (CA), United States, 92101",//pix8.agoda.net/hotelImages/794/79471/79471_16091414420046443896.jpg?ca=6&ce=1&s=1024x768
Residence Inn San Diego Downtown/Bayfront,721,9.1,"900 Bayfront Court, San Diego City Center, San Diego (CA), United States, 92101",//pix8.agoda.net/hotelImages/5149519/0/fb8ad059231c281260af84e5395d9e7a.jpg?ca=23&ce=0&s=1024x768
Hilton San Diego Bayfront Hotel,465,8.4,"1 Park Boulevard, San Diego City Center, San Diego (CA), United States, 92101",//pix8.agoda.net/hotelImages/176208/0/c13a996b2c8e15bf87b34565845f223f.jpg?ca=8&ce=1&s=1024x768
San Diego Mission Bay Resort,379,7.5,"1775 East Mission Bay Drive, Misson Bay / Loma Heights, San Diego (CA), United States, 92109",//pix8.agoda.net/hotelImages/174708/0/f13d0974a39fff56a2e5855cec3a03e7.jpg?ca=0&ce=1&s=1024x768
Handlery Hotel San Diego,116,7.3,"950 Hotel Circle North, Mission Valley, San Diego (CA), United States, 92108",//pix8.agoda.net/hotelImages/643/64367/64367_1208220623007306033.jpg?ca=0&ce=1&s=1024x768
Hilton Garden Inn San Diego Downtown Bayside,317,8.3,"2137 Pacific Highway Suite A, San Diego City Center, San Diego (CA), United States, 92101",//pix8.agoda.net/hotelImages/273/2731004/2731004_17092717180056865750.jpg?ca=6&ce=1&s=1024x768
Four Points by Sheraton San Diego Downtown Little Italy,263,7.6,"1617 1st Avenue, San Diego City Center, San Diego (CA), United States",//pix8.agoda.net/hotelImages/4891137/0/f35d837eaeaca6064f6d9fba8be7344b.jpg?ca=23&ce=0&s=1024x768
Hampton Inn San Diego Mission Valley,176,8.7,"2151 Hotel Circle South, Mission Valley, San Diego (CA), United States, 92108",//pix8.agoda.net/hotelImages/64808/0/e2d4e22e2d797e8f03144dbffe133b99.jpg?ca=7&ce=1&s=1024x768
Hyatt Regency Mission Bay Spa and Marina,353,8,"1441 Quivira Road, Misson Bay / Loma Heights, San Diego (CA), United States, 92109",//pix8.agoda.net/hotelImages/180808/-1/a383cb8779afe49fc13508a6c878525b.jpg?ca=9&ce=1&s=1024x768
Homewood Suites by Hilton San Diego Downtown Bayside,347,8.5,"2137 Pacific Highway Suite B, San Diego City Center, San Diego (CA), United States, 92101",//pix8.agoda.net/hotelImages/2730997/0/3851e565961880c500bc049db0ade298.jpg?ca=7&ce=1&s=1024x768
