name,price,rating,address,img-src
Hotel Griffon,209,8.7,"155 Steuart Street, South of Market, San Francisco (CA), United States, 94105",//pix8.agoda.net/hotelImages/645/64556/64556_14022607510018467560.jpg?ca=2&ce=1&s=1024x768
DoubleTree by Hilton Hotel San Francisco Airport,150,8.2,"835 Airport Boulevard, San Francisco International Airport, San Francisco (CA), United States, 94010",//pix8.agoda.net/hotelImages/470/47074/47074_17121301360060370939.jpg?ca=6&ce=1&s=1024x768
The Fairmont Heritage Place Ghirardelli Square,636,8.7,"900 North Point Street, Fisherman's Wharf, San Francisco (CA), United States, 94109",//pix8.agoda.net/hotelImages/6601922/0/e82fb1e7b36c38b2ef40974102305e32.jpg?ca=23&ce=0&s=1024x768
"Palace Hotel, a Luxury Collection Hotel, San Francisco",429,8.6,"2 New Montgomery Street, South of Market, San Francisco (CA), United States, 94105",//pix8.agoda.net/hotelImages/6561704/0/882e771b5b2eeace295261c569b941bf.jpg?ca=26&ce=0&s=1024x768
Crowne Plaza San Francisco Airport,145,7.7,"1177 Airport Boulevard, San Francisco International Airport, San Francisco (CA), United States, 94010",//pix8.agoda.net/hotelImages/5443577/0/554a9400df384af1ee69618fd4c63338.jpg?ca=22&ce=0&s=1024x768
San Francisco Marriott Union Square,215,8.6,"480 Sutter Street, San Francisco Downtown, San Francisco (CA), United States, 94108",//pix8.agoda.net/hotelImages/5061607/0/51769fff1554d771ec20ffea564d06ac.jpg?ca=23&ce=0&s=1024x768
Oakland Marriott City Center,229,8.4,"1001 Broadway, Oakland, San Francisco (CA), United States, 94607",//pix8.agoda.net/hotelImages/5106663/0/fa1d8a7911921a358d08505c117d3879.jpg?ca=20&ce=1&s=1024x768
Samesun San Francisco,59,8.8,"1475 Lombard Street, Marina District, San Francisco (CA), United States, 94123",//pix8.agoda.net/hotelImages/254/25451960/25451960_210623073800102819454.jpg?ca=20&ce=1&s=1024x768
Taj Campton Place,285,8.8,"340 Stockton Street, San Francisco Downtown, San Francisco (CA), United States, 94108",//pix8.agoda.net/hotelImages/6771279/0/0c91e7b7dbf4dae429b8de30db880528.jpg?ca=26&ce=0&s=1024x768
citizenM San Francisco Union Square,269,9.6,"72 Ellis Street, San Francisco Downtown, San Francisco (CA), United States, CA 94102",//q-xx.bstatic.com/xdata/images/hotel/840x460/328622199.jpg?k=b54cb9c8949db09ebcbe5df49a414ac92baf854bef7cd0f366716e6f60b643cb&o=
DoubleTree by Hilton Hotel San Francisco Airport North,157,8.3,"5000 Sierra Point Parkway, San Francisco International Airport, San Francisco (CA), United States, 94005",//pix8.agoda.net/hotelImages/43176/0/496bced1dc91be7cc9251be5e649a791.jpg?ca=7&ce=1&s=1024x768
Marin Suites Hotel,259,8.8,"45 Tamal Vista Boulevard, Corte Madera, Marin County, San Francisco (CA), United States, 94925",//pix8.agoda.net/hotelImages/4883379/0/13a61cd7a33c4a695521a21488c83d01.jpg?ca=23&ce=0&s=1024x768
JW Marriott San Francisco Union Square,251,8.5,"515 Mason Street, San Francisco Downtown, San Francisco (CA), United States, 94102",//pix8.agoda.net/hotelImages/4894225/0/78810ba29ca244b9bd164612088bc59d.jpg?ca=23&ce=0&s=1024x768
Hotel Majestic,149,7.8,"1500 Sutter Street, Pacific Heights, San Francisco (CA), United States, 94109",//pix8.agoda.net/hotelImages/147683/-1/ae0b0e7d832567298f1090cf457ce281.jpg?ca=9&ce=1&s=1024x768
Signature San Francisco,127,7.6,"259 - 7th Street, South of Market, San Francisco (CA), United States, 94103",//pix8.agoda.net/hotelImages/8104134/0/5cd0157ae6fce7e9d7c76912d4c90d8e.jpg?ca=9&ce=1&s=1024x768
Hotel Caza Fishermans Wharf,299,8.6,"1300 Columbus Ave, Fisherman's Wharf, San Francisco (CA), United States, CA 94133",//pix8.agoda.net/hotelImages/10913949/-1/929c1893465b2b74f4712f6661ce0bed.jpg?ca=10&ce=1&s=1024x768
Homewood Suites By Hilton Oakland Waterfront Hotel,220,7.9,"1103 Embarcadero, Oakland, San Francisco (CA), United States, 94606",//pix8.agoda.net/hotelImages/792/79287/79287_16061717120043738133.jpg?ca=6&ce=1&s=1024x768
InterContinental Mark Hopkins San Francisco,246,8.4,"999 California Street, San Francisco Downtown, San Francisco (CA), United States, 94108",//pix8.agoda.net/hotelImages/4863697/0/3c30438bb5db45c6344f583a9890fd2a.jpg?ca=24&ce=0&s=1024x768
The Lodge at Tiburon,409,8.1,"1651 Tiburon Boulevard, Marin County, San Francisco (CA), United States, 94920",//pix8.agoda.net/hotelImages/7210689/0/4791b88a4273cf148fa7730822b8fc5f.jpg?ca=28&ce=0&s=1024x768
Sonesta Emeryville Oakland,154,8.9,"5555 Shellmound Street, Oakland, San Francisco (CA), United States, 94608",//pix8.agoda.net/hotelImages/4877269/0/44dc32229bf6a3328e01067e1932b412.jpg?ca=14&ce=1&s=1024x768
"Waterfront Hotel, part of JdV by Hyatt",273,8.2,"10 Washington Street, Oakland, San Francisco (CA), United States, 94607",//pix8.agoda.net/hotelImages/2463531/0/5192aefdb9a6a37f0a0206ec51522491.jpg?ca=0&ce=1&s=1024x768
Kimpton Alton Hotel,280,7.7,"2700 Jones St, Fisherman's Wharf, San Francisco (CA), United States, 94133",//pix8.agoda.net/hotelImages/28934764/0/b987478932566dbdede052acb025b1dd.jpg?ca=29&ce=0&s=1024x768
